,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,popularity,uri,title,artist,top genre,year,target
0,0.425,0.1,135.128,0.375,0.32799999999999996,0.13,4,0.701,7,194088,-10.965,0.562,1,audio_features,89,spotify:track:2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,electropop,2019,1
1,0.125,0.265,111.554,0.239,0.7509999999999999,0.00207,4,0.521,9,243725,-17.832,0.0528,1,audio_features,78,spotify:track:4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish,electropop,2019,1
2,0.5329999999999999,0.139,150.455,0.18600000000000003,0.462,0.21899999999999997,4,0.6779999999999999,4,180953,-10.485,0.32299999999999995,1,audio_features,81,spotify:track:3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,electropop,2019,1
3,0.444,0.177,185.044,0.37200000000000005,0.28300000000000003,0.14300000000000002,4,0.726,8,168840,-8.922,0.569,0,audio_features,80,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,Billie Eilish,electropop,2019,1
4,0.35100000000000003,0.752,118.02799999999999,0.24100000000000002,0.39,9.38e-06,4,0.853,7,221543,-10.198,0.282,1,audio_features,81,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,Billie Eilish,electropop,2019,1
5,0.111,0.0897,82.64200000000001,0.0972,0.978,3.97e-05,4,0.36700000000000005,4,196077,-14.084000000000001,0.198,1,audio_features,86,spotify:track:43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,electropop,2019,1
6,0.235,0.107,62.446000000000005,0.315,0.698,0.00604,4,0.735,3,173202,-13.239,0.462,1,audio_features,75,spotify:track:6X29iaaazwho3ab7GNue5r,8,Billie Eilish,electropop,2019,1
7,0.305,0.105,100.029,0.354,0.35,0.000169,4,0.9390000000000001,8,179889,-10.952,0.563,0,audio_features,78,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish,electropop,2019,1
8,0.389,0.106,120.046,0.332,0.74,0.162,4,0.905,8,193143,-14.505,0.196,1,audio_features,81,spotify:track:4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,electropop,2019,1
9,0.423,0.0896,120.02,0.0585,0.7240000000000001,0.469,4,0.855,5,156371,-15.044,0.5720000000000001,0,audio_features,78,spotify:track:7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,electropop,2019,1
10,0.0561,0.38799999999999996,79.764,0.045,0.935,0.0038399999999999997,3,0.319,0,242652,-23.023000000000003,0.08199999999999999,1,audio_features,79,spotify:track:0tMSssfxAL2oV8Vri0mFHE,listen before i go,Billie Eilish,electropop,2019,1
11,0.131,0.109,137.446,0.0382,0.9520000000000001,0.004529999999999999,4,0.42100000000000004,0,291796,-18.435,0.12,1,audio_features,83,spotify:track:6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,electropop,2019,1
12,0.138,0.254,74.318,0.0503,0.8370000000000001,0.55,3,0.153,6,119410,-21.877,0.0503,0,audio_features,73,spotify:track:3LgWsmilsrWXiPYQFRD0T7,goodbye,Billie Eilish,electropop,2019,1
13,0.309,0.35200000000000004,104.745,0.062,0.795,0.132,4,0.444,8,208155,-10.956,0.0875,1,audio_features,90,spotify:track:2ygvZOXrIeVL4xZmAWJT2C,my future,Billie Eilish,electropop,2020,1
14,0.21899999999999997,0.0827,73.53699999999999,0.0358,0.917,0.0104,4,0.38,4,242265,-13.273,0.0517,0,audio_features,81,spotify:track:73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,electropop,2020,1
15,0.225,0.106,120.006,0.0994,0.902,0.657,4,0.7040000000000001,6,245426,-14.454,0.243,0,audio_features,88,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,electropop,2019,1
16,0.332,0.0848,150.13,0.0425,0.853,0.433,4,0.696,6,270520,-12.834000000000001,0.0628,1,audio_features,69,spotify:track:7tGEAA1f8MydT7eVbbO9Zy,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,electropop,2019,1
17,0.321,0.114,145.045,0.0931,0.693,0.0307,4,0.64,0,210376,-14.604000000000001,0.177,1,audio_features,73,spotify:track:7wC5eZcFS1Q1BsQ35DU6H4,come out and play,Billie Eilish,electropop,2018,1
18,0.29600000000000004,0.095,115.28399999999999,0.0333,0.934,0.0,4,0.35100000000000003,4,200186,-10.109,0.12,0,audio_features,88,spotify:track:0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish & Khalid,electropop,2018,1
19,0.42200000000000004,0.0958,120.03299999999999,0.0482,0.9209999999999999,0.00924,4,0.778,0,176472,-10.113999999999999,0.187,1,audio_features,76,spotify:track:5t3Vk8bRKylx4fjj7qlbib,bitches broken hearts,Billie Eilish,electropop,2018,1
20,0.38799999999999996,0.341,124.90899999999999,0.0932,0.353,9.25e-05,4,0.679,4,194711,-10.977,0.23399999999999999,0,audio_features,77,spotify:track:5w7wuzMzsDer96KqxafeRK,COPYCAT,Billie Eilish,electropop,2017,1
21,0.41200000000000003,0.11599999999999999,170.16299999999998,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1,audio_features,82,spotify:track:41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,Billie Eilish,electropop,2017,1
22,0.39399999999999996,0.11699999999999999,89.936,0.207,0.47200000000000003,0.00019099999999999998,4,0.6920000000000001,11,170852,-8.745,0.324,0,audio_features,76,spotify:track:1RGasjWLZ4qMN7wbtkLa3u,my boy,Billie Eilish,electropop,2017,1
23,0.599,0.10300000000000001,165.21200000000002,0.225,0.33299999999999996,0.00198,4,0.441,0,177523,-8.985,0.35,1,audio_features,74,spotify:track:7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,electropop,2017,1
24,0.188,0.10300000000000001,130.02200000000002,0.0883,0.882,2.83e-06,4,0.826,0,204770,-12.181,0.205,1,audio_features,72,spotify:track:3WxmlTZ85sCYFnuIXmUAEe,party favor,Billie Eilish,electropop,2017,1
25,0.363,0.084,144.892,0.040999999999999995,0.816,0.0317,4,0.511,4,200379,-7.65,0.16899999999999998,0,audio_features,83,spotify:track:7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,electropop,2017,1
26,0.12300000000000001,0.0732,129.565,0.0497,0.868,3.12e-05,5,0.42700000000000005,9,229426,-15.228,0.0394,0,audio_features,76,spotify:track:1WsEgieHsWWndAzLkmV105,hostage,Billie Eilish,electropop,2017,1
27,0.379,0.0969,82.531,0.331,0.213,0.00175,4,0.7759999999999999,9,179016,-9.351,0.34600000000000003,0,audio_features,63,spotify:track:6X7qcg95CAeJpTjtg1wooM,&burn (with Vince Staples),Billie Eilish & Vince Staples,electropop,2017,1
28,0.318,0.0795,119.959,0.0478,0.8959999999999999,0.0023899999999999998,4,0.614,7,180933,-12.695,0.11199999999999999,1,audio_features,76,spotify:track:04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,electropop,2017,1
29,0.573,0.48200000000000004,99.939,0.106,0.46,0.0734,4,0.695,4,179172,-8.597000000000001,0.408,0,audio_features,77,spotify:track:51NFxnQvaosfDDutk0tams,bellyache,Billie Eilish,electropop,2017,1
30,0.307,0.0792,67.513,0.0428,0.807,0.00035499999999999996,4,0.5760000000000001,11,189613,-12.732000000000001,0.157,0,audio_features,77,spotify:track:2VlLbhGLVJgdOW7kKdWWFc,Six Feet Under,Billie Eilish,electropop,2016,1
31,0.725,0.0889,85.27,0.065,0.29600000000000004,0.00022,4,0.6709999999999999,2,140400,-10.065,0.956,1,audio_features,44,spotify:track:1FRP8d6l2jm3DS5f78ZrhK,Route 66,The Rolling Stones,album rock,1964,1
32,0.825,0.354,126.81700000000001,0.098,0.21899999999999997,0.845,4,0.657,0,137667,-8.94,0.5820000000000001,1,audio_features,37,spotify:track:7j96wehhMtN0fkVvFhD8Ix,I Just Want To Make Love To You - Mono Version,The Rolling Stones,album rock,1964,1
33,0.374,0.20800000000000002,87.59299999999999,0.10300000000000001,0.151,0.6509999999999999,4,0.6459999999999999,8,129800,-10.706,0.475,0,audio_features,34,spotify:track:22Bvku5X3odiXj2wbtgY4T,Honest I Do,The Rolling Stones,album rock,1964,1
34,0.684,0.0981,99.014,0.133,0.0688,0.00025699999999999996,4,0.695,1,214693,-9.968,0.42700000000000005,1,audio_features,35,spotify:track:1o2wswWx1RkkNuVp6Z21HC,Mona (I Need You Baby),The Rolling Stones,album rock,1964,1
35,0.682,0.256,97.84899999999999,0.0298,0.0375,0.912,4,0.6659999999999999,4,151813,-7.789,0.953,1,audio_features,32,spotify:track:6QswKScFURI1x3gZ9isXK7,Now I've Got A Witness,The Rolling Stones,album rock,1964,1
36,0.7190000000000001,0.155,87.743,0.0558,0.0146,0.13,4,0.48200000000000004,9,159707,-8.794,0.909,1,audio_features,33,spotify:track:1WLo0a2kvkcwTZ9x3r3MDt,Little By Little - Mono Version,The Rolling Stones,album rock,1964,1
37,0.565,0.0565,105.42299999999999,0.0629,0.0149,0.0037799999999999995,4,0.8859999999999999,11,156147,-10.818,0.8959999999999999,0,audio_features,36,spotify:track:3RZSaVu065GXm9CUZE3ixN,I'm A King Bee,The Rolling Stones,album rock,1964,1
38,0.932,0.324,177.34,0.0429,0.157,0.00617,4,0.466,5,154080,-9.214,0.9670000000000001,0,audio_features,38,spotify:track:08l7M5UpRnffGl0FyuRiQZ,Carol,The Rolling Stones,album rock,1964,1
39,0.706,0.516,122.015,0.0843,0.0576,1.69e-06,4,0.509,6,245267,-9.427,0.446,1,audio_features,38,spotify:track:3JZllQBsTM6WwoJdzFDLhx,Tell Me,The Rolling Stones,album rock,1964,1
40,0.774,0.0669,97.035,0.07200000000000001,0.371,0.0,4,0.79,7,176080,-7.961,0.835,1,audio_features,33,spotify:track:0t2qvfSBQ3Y08lzRRoVTdb,Can I Get A Witness,The Rolling Stones,album rock,1964,1
41,0.546,0.166,102.634,0.0622,0.217,7.020000000000001e-05,3,0.7,0,121680,-9.567,0.532,1,audio_features,30,spotify:track:5ivIs5vwSj0RChOIvlY3On,You Can Make It If You Try,The Rolling Stones,album rock,1964,1
42,0.934,0.0965,125.275,0.0359,0.38299999999999995,0.0685,4,0.727,2,189187,-8.373,0.9690000000000001,1,audio_features,35,spotify:track:43SkTJJ2xleDaeiE4TIM70,Walking The Dog,The Rolling Stones,album rock,1964,1
43,0.312,0.122,144.987,0.0436,0.9179999999999999,0.0005690000000000001,4,0.518,7,186754,-13.318,0.10300000000000001,0,audio_features,73,spotify:track:27Y1N4Q4U3EfDU5Ubw8ws2,What They'll Say About Us,FINNEAS,electropop,2020,1
44,0.809,0.0561,105.625,0.0321,0.33799999999999997,0.7040000000000001,4,0.581,2,293093,-9.05,0.932,1,audio_features,23,spotify:track:6Kr0vqJm3z7TSSSXPEOzYu,Dancing With Mr D,The Rolling Stones,album rock,1973,1
45,0.642,0.53,105.139,0.0352,0.586,0.619,4,0.4,0,239040,-9.39,0.604,1,audio_features,34,spotify:track:0QkA9199IRH8RA9A5tnhfM,100 Years Ago,The Rolling Stones,album rock,1973,1
46,0.302,0.10300000000000001,73.047,0.0267,0.83,0.779,4,0.46399999999999997,6,354067,-13.082,0.374,1,audio_features,23,spotify:track:73sNL3SolF2KOluj87XHew,Coming Down Again,The Rolling Stones,album rock,1973,1
47,0.537,0.133,111.085,0.0282,0.0181,0.7559999999999999,4,0.447,0,206773,-11.627,0.643,1,audio_features,24,spotify:track:3Dkr0IVXCLmRkYRXAYzTOL,Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,album rock,1973,1
48,0.396,0.14300000000000002,138.241,0.0295,0.527,0.000101,4,0.43,0,273133,-11.915,0.429,1,audio_features,38,spotify:track:2ZNEcJ6jJAN9PiN8paKhoK,Angie - Remastered,The Rolling Stones,album rock,1973,1
49,0.8,0.67,147.171,0.0332,0.166,0.14400000000000002,4,0.43700000000000006,7,266800,-8.833,0.848,1,audio_features,21,spotify:track:366VyrwlimjuxD1QMf2oSS,Silver Train,The Rolling Stones,album rock,1973,1
50,0.561,0.21600000000000003,109.596,0.0273,0.6759999999999999,0.823,4,0.5489999999999999,5,252440,-11.234000000000002,0.7709999999999999,1,audio_features,21,spotify:track:2wT0VXLNER5sWUwVr45rp3,Hide Your Love,The Rolling Stones,album rock,1973,1
51,0.499,0.183,74.544,0.036000000000000004,0.597,0.114,4,0.38,9,330693,-11.392999999999999,0.594,1,audio_features,23,spotify:track:3sDfhN47JPI1fIHlseGb8q,Winter,The Rolling Stones,album rock,1973,1
52,0.565,0.369,72.666,0.0317,0.537,0.512,4,0.294,5,331067,-10.97,0.515,1,audio_features,20,spotify:track:3OgYmmZCH7S22AH2JTr7VV,Can You Hear The Music,The Rolling Stones,album rock,1973,1
53,0.9,0.195,141.785,0.0488,0.5589999999999999,0.0358,4,0.5920000000000001,5,265133,-8.302,0.861,1,audio_features,23,spotify:track:5GBmfENGAlLXvuQDKtydaM,Star Star,The Rolling Stones,album rock,1973,1
54,0.209,0.11900000000000001,169.31599999999997,0.223,0.5870000000000001,0.0,4,0.45299999999999996,11,237020,-11.917,0.21600000000000003,1,audio_features,50,spotify:track:1hDgKeEHxLnQ9iRy6Ro1px,I Lost a Friend,FINNEAS,electropop,2019,1
55,0.452,0.0786,119.98,0.0772,0.608,0.0,4,0.89,3,187270,-10.041,0.701,0,audio_features,60,spotify:track:5wCc4XL0VivKlohsxDKcnQ,Shelter,FINNEAS,electropop,2019,1
56,0.275,0.226,134.714,0.0716,0.765,9.37e-05,4,0.66,7,169766,-11.038,0.0688,0,audio_features,59,spotify:track:3CTr7gEOXRI2Jhe6bVVZUd,Lost My Mind,FINNEAS,electropop,2019,1
57,0.316,0.10300000000000001,148.14700000000002,0.22399999999999998,0.61,0.000446,4,0.838,1,128916,-7.57,0.531,0,audio_features,65,spotify:track:2J3SR4n0YiQYCsghgeqZcB,I Don't Miss You at All,FINNEAS,electropop,2019,1
58,0.42,0.0966,172.68099999999998,0.33899999999999997,0.804,0.00063,3,0.5720000000000001,7,223283,-12.714,0.436,1,audio_features,57,spotify:track:5q70KuhgvW5vaietlERAKK,Partners in Crime,FINNEAS,electropop,2019,1
59,0.408,0.171,127.921,0.10400000000000001,0.802,0.0,4,0.737,5,190348,-7.941,0.374,1,audio_features,56,spotify:track:6p97rhyuy0YEQn0OOQeM1H,Let's Fall in Love for the Night,FINNEAS,electropop,2019,1
60,0.0903,0.105,102.696,0.0311,0.943,0.0008990000000000001,4,0.436,0,261471,-11.838,0.125,1,audio_features,61,spotify:track:6tc1gT93ZpMKx3N5AgVljV,Die Alone,FINNEAS,electropop,2019,1
61,0.9359999999999999,0.24,75.05,0.0455,0.005679999999999999,0.0,4,0.46799999999999997,2,219800,-3.6830000000000003,0.6629999999999999,1,audio_features,18,spotify:track:7Kc2u0uJdmsipEwNWlg4oF,Someone To You,BANNERS,indie poptimism,2020,1
62,0.461,0.10099999999999999,65.736,0.0414,0.23,5.9999999999999995e-05,4,0.539,6,214440,-7.64,0.106,1,audio_features,20,spotify:track:144IOaMusehWZK9CiIiKSs,Supercollide,BANNERS,indie poptimism,2020,1
63,0.622,0.071,120.035,0.0461,0.00414,0.0,4,0.6629999999999999,1,191213,-5.9879999999999995,0.562,1,audio_features,18,spotify:track:6DeESweaUKjckgH5aEEiQ2,Wild Love,BANNERS,indie poptimism,2020,1
64,0.537,0.0871,180.093,0.037000000000000005,0.009009999999999999,0.0,4,0.54,0,204187,-7.789,0.313,1,audio_features,19,spotify:track:7pNnMVrMS5gvukY9gpZhgB,Light Up,BANNERS,indie poptimism,2020,1
65,0.889,0.22,135.03799999999998,0.0367,0.0050799999999999994,4.79e-06,4,0.631,6,219200,-3.702,0.527,0,audio_features,19,spotify:track:6nlGdL3UMSHSFSIq0ZO4ka,Empires On Fire,BANNERS,indie poptimism,2020,1
66,0.8029999999999999,0.13,115.008,0.0379,0.0009400000000000001,0.0,4,0.555,9,220067,-4.247,0.612,1,audio_features,20,spotify:track:7v5iFMoQu1s8Fb7dfHMbuK,Into The Storm,BANNERS,indie poptimism,2020,1
67,0.639,0.0864,144.876,0.049,0.42,0.0,4,0.5429999999999999,2,186387,-6.3629999999999995,0.53,1,audio_features,44,spotify:track:6NuwSSmuiw6ZeA3HAIkLqI,Always Yours,BANNERS,indie poptimism,2020,1
68,0.34700000000000003,0.11800000000000001,143.73,0.0439,0.755,0.0,4,0.601,7,223000,-6.542999999999999,0.182,1,audio_features,24,spotify:track:1vCqElZ6GCwgOk4SdQYAeX,Got It In You - Acoustic,BANNERS,indie poptimism,2020,1
69,0.1,0.0881,71.973,0.0395,0.948,0.0,1,0.708,10,245465,-10.016,0.424,1,audio_features,24,spotify:track:6ormFt7jiEh1QB7ttLjCuB,Where The Shadow Ends - Acoustic,BANNERS,indie poptimism,2020,1
70,0.62,0.126,126.045,0.0451,0.494,0.0,4,0.747,10,194875,-6.547999999999999,0.578,1,audio_features,33,spotify:track:55iTZLn8jkjLVIS3iBBmqz,Safe - Acoustic,BANNERS,indie poptimism,2020,1
71,0.16399999999999998,0.085,146.264,0.0398,0.929,0.0,4,0.593,2,224000,-8.126,0.287,1,audio_features,37,spotify:track:0BNsMLwDqjOMGjHzrEHIPS,Heads And Tails - Acoustic,BANNERS,indie poptimism,2020,1
72,0.465,0.102,189.793,0.0363,0.789,3.28e-05,3,0.397,0,198062,-7.7170000000000005,0.377,1,audio_features,22,spotify:track:0FEOft7iIWfm39A0xbeo5W,No One Knows Us - Acoustic,BANNERS & Carly Paige,indie poptimism,2020,1
73,0.9890000000000001,0.084,189.929,0.0936,0.000502,0.0015400000000000001,4,0.247,5,428320,-4.401,0.344,1,audio_features,48,spotify:track:2EEzTxM4MMjTuDG146TK3G,That Was Just Your Life,Metallica,hard rock,2008,1
74,0.9740000000000001,0.145,107.176,0.083,0.000122,0.0009599999999999999,4,0.337,11,472360,-4.516,0.2,0,audio_features,47,spotify:track:62qcKV45EjiFwEk074P9Mk,The End Of The Line,Metallica,hard rock,2008,1
75,0.9740000000000001,0.31,121.56700000000001,0.0789,5.550000000000001e-05,0.0154,4,0.321,9,385467,-2.792,0.519,1,audio_features,51,spotify:track:3BVJ1nwvdmYjXJ7gBTXTGX,"Broken, Beat & Scarred",Metallica,hard rock,2008,1
76,0.982,0.106,126.883,0.0619,9.109999999999999e-05,0.149,4,0.33399999999999996,4,476267,-2.293,0.501,0,audio_features,63,spotify:track:13Uvqll8OQDjw3wDweIK9y,The Day That Never Comes,Metallica,hard rock,2008,1
77,0.9740000000000001,0.0772,182.095,0.114,0.00067,0.00106,4,0.268,9,477027,-2.948,0.342,1,audio_features,59,spotify:track:3e7wv9TChjWrnXHrk5NyBU,All Nightmare Long,Metallica,hard rock,2008,1
78,0.985,0.313,129.778,0.0731,0.00010800000000000001,0.0007469999999999999,4,0.313,11,399547,-2.603,0.498,0,audio_features,49,spotify:track:2PSXyiERCaNmRyFA06UMjq,Cyanide,Metallica,hard rock,2008,1
79,0.6920000000000001,0.115,121.52,0.0344,0.00196,3.75e-06,4,0.297,4,466587,-5.625,0.10300000000000001,0,audio_features,59,spotify:track:0qbV4e18lWrTTxlswVoLbI,The Unforgiven III,Metallica,hard rock,2008,1
80,0.96,0.039,179.34099999999998,0.0816,0.0008060000000000001,0.0177,4,0.32299999999999995,4,480760,-2.7119999999999997,0.503,0,audio_features,45,spotify:track:09VNOLsjKwQasQXhsS8sRA,The Judas Kiss,Metallica,hard rock,2008,1
81,0.9279999999999999,0.0908,164.351,0.067,4.6899999999999995e-05,0.835,4,0.254,4,597720,-4.357,0.41,0,audio_features,46,spotify:track:2VTJaQNkvxU4S2zjkVJirF,Suicide & Redemption,Metallica,hard rock,2008,1
82,0.988,0.13,200.09099999999998,0.184,0.000139,0.004520000000000001,4,0.265,0,301027,-2.9339999999999997,0.266,1,audio_features,51,spotify:track:7MtBapy0MnmBVsU3o0yrFz,My Apocalypse,Metallica,hard rock,2008,1
83,0.951,0.0314,106.946,0.0477,2.02e-05,0.0027,4,0.49,1,269800,-3.7769999999999997,0.589,1,audio_features,65,spotify:track:6FUwPb4mGlUDbx42uspXaZ,Fuel,Metallica,hard rock,1997,1
84,0.9009999999999999,0.185,143.64600000000002,0.0429,0.000303,0.0072,4,0.435,10,279173,-3.694,0.547,0,audio_features,57,spotify:track:6RbC38oDCIXD8V2AOU1Tjr,The Memory Remains,Metallica & Marianne Faithfull,hard rock,1997,1
85,0.792,0.0587,92.609,0.0327,4.04e-05,0.146,4,0.611,0,318960,-4.836,0.47700000000000004,0,audio_features,52,spotify:track:3IHyDrQOASm7R0WBamMJO8,Devil's Dance,Metallica,hard rock,1997,1
86,0.89,0.255,133.047,0.0445,0.00055,0.0012900000000000001,4,0.49700000000000005,8,396440,-4.559,0.249,0,audio_features,63,spotify:track:6nswV1Lz3OZkaiCJfmVUOa,The Unforgiven II,Metallica,hard rock,1997,1
87,0.9640000000000001,0.8959999999999999,156.59,0.0566,3.87e-05,0.47600000000000003,4,0.43,1,321600,-5.465,0.44299999999999995,1,audio_features,42,spotify:track:6FAHGDSq8RDfHXIk3DSZdb,Better Than You,Metallica,hard rock,1997,1
88,0.851,0.154,110.36399999999999,0.0345,3.7e-05,0.00882,4,0.509,8,313200,-3.84,0.546,1,audio_features,41,spotify:track:1R29PfqelwVMRPhg5fn0lD,Slither,Metallica,hard rock,1997,1
89,0.865,0.182,142.77,0.0341,1.12e-05,0.10400000000000001,4,0.39399999999999996,3,372200,-5.337999999999999,0.515,0,audio_features,44,spotify:track:4Cqn0tBcozdKfdengvZJv4,Carpe Diem Baby,Metallica,hard rock,1997,1
90,0.9520000000000001,0.332,126.917,0.0424,2.44e-05,0.0111,4,0.532,6,245333,-4.191,0.727,1,audio_features,41,spotify:track:0cKWKhciVCYNyxFVnV1Y4R,Bad Seed,Metallica,hard rock,1997,1
91,0.887,0.0832,92.193,0.0472,0.000352,0.0211,4,0.456,11,412960,-4.788,0.152,1,audio_features,41,spotify:track:2bvG8hQhJDe68NEBM8XjXc,Where The Wild Things Are,Metallica,hard rock,1997,1
92,0.978,0.0352,99.82700000000001,0.0488,1.89e-05,0.000661,4,0.54,3,365093,-3.687,0.45299999999999996,0,audio_features,41,spotify:track:6ax1qtm74zcC2eS8l0SLGX,Prince Charming,Metallica,hard rock,1997,1
93,0.685,0.364,130.898,0.0271,0.0027300000000000002,0.00029,3,0.46299999999999997,1,456227,-6.126,0.151,1,audio_features,46,spotify:track:7tZckbBO3wtatBWne8YbcM,Low Man's Lyric,Metallica,hard rock,1997,1
94,0.9740000000000001,0.32799999999999996,155.445,0.0538,1.22e-05,0.00398,4,0.45799999999999996,1,316533,-4.35,0.614,1,audio_features,40,spotify:track:3VNkUPHPgC34Zk7TnikPtX,Attitude,Metallica,hard rock,1997,1
95,0.836,0.055,132.937,0.0438,0.000143,0.0005070000000000001,4,0.484,1,494773,-4.658,0.40299999999999997,1,audio_features,41,spotify:track:5jE2hljNVTJZeodUXQu9Ea,Fixxxer,Metallica,hard rock,1997,1
96,0.903,0.0979,157.825,0.0314,2.23e-05,0.0522,4,0.426,10,304400,-4.535,0.442,0,audio_features,48,spotify:track:3QWzxUE2WA5WoSi82KCODk,Ain't My Bitch,Metallica,hard rock,1996,1
97,0.907,0.5489999999999999,115.21700000000001,0.0345,4.57e-06,0.00857,4,0.512,1,328200,-4.4319999999999995,0.6729999999999999,0,audio_features,45,spotify:track:0SwHR5lvAfgI8Z2D6YgvMd,2 X 4,Metallica,hard rock,1996,1
98,0.8590000000000001,0.155,94.43700000000001,0.0307,1.8100000000000003e-05,0.0034100000000000003,4,0.478,4,398867,-5.347,0.28600000000000003,1,audio_features,45,spotify:track:2UmXstEJ8nkpUUfQRYieC6,The House That Jack Built,Metallica,hard rock,1996,1
99,0.92,0.149,113.39399999999999,0.0297,0.000248,0.0714,4,0.568,8,267933,-4.434,0.7190000000000001,0,audio_features,58,spotify:track:2Iv4HSoMX2fDeXFcOJWyWX,Until It Sleeps,Metallica,hard rock,1996,1
100,0.907,0.0891,112.089,0.0377,8.39e-05,0.00755,4,0.527,8,329760,-5.772,0.364,1,audio_features,57,spotify:track:30RKGpKHqr7ytcTljw436k,King Nothing,Metallica,hard rock,1996,1
101,0.902,0.111,115.90899999999999,0.0357,8.82e-05,0.0425,4,0.35,8,261907,-7.125,0.78,1,audio_features,53,spotify:track:0rDPQzWWmLTv9deHn4ulG7,Hero Of The Day,Metallica,hard rock,1996,1
102,0.762,0.12300000000000001,117.115,0.0324,0.0009939999999999999,0.0305,4,0.39299999999999996,1,497933,-6.072,0.225,1,audio_features,53,spotify:track:7FLm43IriB4jxAposCv9Ji,Bleeding Me,Metallica,hard rock,1996,1
103,0.848,0.0526,115.262,0.0273,2.6300000000000002e-05,0.000576,4,0.61,8,294293,-5.46,0.792,1,audio_features,43,spotify:track:3SLjisy5GM8Wx3oOz7Nfs3,Cure,Metallica,hard rock,1996,1
104,0.92,0.037000000000000005,118.13799999999999,0.0749,8.75e-05,0.0414,4,0.485,1,240000,-4.811,0.43200000000000005,1,audio_features,41,spotify:track:2lOP1kfyJHY6palBs5QuLU,Poor Twisted Me,Metallica,hard rock,1996,1
105,0.9209999999999999,0.127,81.476,0.0421,9.49e-05,0.0283,4,0.521,8,237240,-5.73,0.506,1,audio_features,43,spotify:track:3FkyxKotYLTeM2LJu1x2gU,Wasting My Hate,Metallica,hard rock,1996,1
106,0.504,0.38,135.254,0.0317,0.0171,0.000849,4,0.44799999999999995,8,319693,-7.749,0.391,0,audio_features,57,spotify:track:3dWNUqrgkQakv9fj5epwPK,Mama Said,Metallica,hard rock,1996,1
107,0.889,0.3,117.655,0.0288,2.24e-05,0.309,4,0.545,10,351667,-5.89,0.6459999999999999,0,audio_features,42,spotify:track:1AUniKVKOViJ5IKpoSUx52,Thorn Within,Metallica,hard rock,1996,1
108,0.9109999999999999,0.0542,84.47399999999999,0.0338,0.0011,0.0030600000000000002,4,0.5539999999999999,1,317133,-5.4639999999999995,0.612,1,audio_features,42,spotify:track:1jSWsQN5YeFnY8nmMsAohO,Ronnie,Metallica,hard rock,1996,1
109,0.7240000000000001,0.312,118.509,0.0316,0.000246,0.0584,4,0.619,1,588667,-6.7829999999999995,0.445,1,audio_features,46,spotify:track:4mm2PAEpJqPEHNtMrHZo1s,The Outlaw Torn,Metallica,hard rock,1996,1
110,0.9279999999999999,0.106,96.699,0.0672,0.00022,0.5579999999999999,4,0.48100000000000004,11,312360,-8.799,0.42700000000000005,0,audio_features,62,spotify:track:6UB9mShVLbMm0W4e6vud4C,Battery,Metallica,hard rock,1986,1
111,0.836,0.153,105.17299999999999,0.0353,0.000647,0.431,4,0.5429999999999999,4,515387,-9.11,0.56,0,audio_features,74,spotify:track:2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Metallica,hard rock,1986,1
112,0.7190000000000001,0.128,111.792,0.032,0.00011599999999999999,0.354,4,0.679,9,396107,-10.134,0.445,1,audio_features,50,spotify:track:7vFC68CBMKu99p4tIz6yzx,The Thing That Should Not Be,Metallica,hard rock,1986,1
113,0.7659999999999999,0.102,96.66799999999999,0.0329,0.000324,0.10099999999999999,4,0.306,0,387147,-9.693,0.42,1,audio_features,52,spotify:track:4TktvZTsMoFukiim1otMtr,Welcome Home (Sanitarium),Metallica,hard rock,1986,1
114,0.9309999999999999,0.0901,90.61,0.0919,4.270000000000001e-05,0.46799999999999997,4,0.292,4,496627,-7.617999999999999,0.42700000000000005,0,audio_features,50,spotify:track:4tPHBRIPsB55nssjvKDbjj,Disposable Heroes,Metallica,hard rock,1986,1
